web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw
"1692628376-36","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","3,5 Zimmer, 80 m², CHF 1980.—","Wülflingerstrasse 25, 8400 Winterthur, ZH","","«Schöne 3.5-Zimmerwohnung mit Balkon zu vermieten»","3,5 Zimmer, 80 m², CHF 1980.—Wülflingerstrasse 25, 8400 Winterthur, ZH«Schöne 3.5-Zimmerwohnung mit Balkon zu vermieten»Wir vermieten per 01. Dezember 2023 diese grosszügige 3.5-Zimmerwohnung im 3.OG in Winterthur. Das Stadtzentrum Winterthur ist in wenigen Minuten erreichbar.Einkaufsmöglichkeiten und öffentliche Verkehrsmitel befinden sind in unmittelbarer Nähe. Der moderne Innenausbau von der 78 m2 grossen Wohnung bietet Ihnen: - Helles Wohnzimmer mit Parkett und Zugang auf den sonnigen Balkon- Zwei grosszügige Schlafzimmer- Küche mit viel Komfort wie z.B. grosser Kühlschrank, sep. Gefrierfach, Granitabdeckung etc.- Schönes saniertes Bad mit dunklen Bodenplatt"
"1692628376-37","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","4,5 Zimmer, 100 m², CHF 2540.—","8405 Winterthur, ZH","","«CHARMANT, AN ZENTRALER LAGE»","4,5 Zimmer, 100 m², CHF 2540.—8405 Winterthur, ZH«CHARMANT, AN ZENTRALER LAGE»Die ganze Wohnung wurde im Juni 2023 frisch renoviert. Im Zentrum von Winterthur bieten wir Ihnen eine lichtdurchflutete und gemütliche Wohlfühloase mit Blick in die schöne Natur. Die Etagen-Wohnung verfügt über perfekt aufgeteilte Räumlichkeiten mit viel Platz. Zudem ist sie mit einem modernen Innenausbau ausgestattet. Die Wohnung bietet einen Balkon mit einer herrlichen Aussicht in die Natur. Wer das Landleben sucht, ist hier genau an der richtigen Adresse.Dieses BETTERHOMES-Angebot zeichnet sich durch folgende Vorteile aus:- renoviert (Juni Anbieter kontaktierenKontaktieren"
"1692628376-38","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","2,5 Zimmer, 59 m², CHF 2520.—","Ida-Sträuli-Strasse 39, 8404 Winterthur, ZH","","«Exklusive 2.5-Zimmer-Wohnung im Herzen des Komforts in Winterthur»","2,5 Zimmer, 59 m², CHF 2520.—Ida-Sträuli-Strasse 39, 8404 Winterthur, ZH«Exklusive 2.5-Zimmer-Wohnung im Herzen des Komforts in Winterthur»Inmitten des 2019 errichteten Sue&Til-Komplexes erwartet Sie eine 2.5-Zimmer-Wohnung, die sich direkt am Eulachpark erstreckt. Diese moderne Wohnung steht ab sofort zur Verfügung oder kann nach individueller Vereinbarung bezogen werden. Die Verkehrsanbindung ist herausragend: Eine Bushaltestelle liegt vor der Haustür, während der Hegi Bahnhof lediglich eine Minute entfernt ist ideal für Pendler und Reisende. Die Wohnung beeindruckt mit einer hochmodernen Küche, ausgestattet mit Geschirrspüler, Kombi-Steamer, Induktionsherd und grossem Kühlschra"
"1692628376-39","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","5,5 Zimmer, CHF 2610.—","Wurmbühlstrasse 6, 8405 Winterthur, ZH","","«Endlich gefunden -- gleich einziehen»","5,5 Zimmer, CHF 2610.—Wurmbühlstrasse 6, 8405 Winterthur, ZH«Endlich gefunden -- gleich einziehen»Es freut uns, Ihnen diese sehr schön sanierte 5.5-Zimmerwohnung anbieten zu können. Die Wohnung wurde im 2023 totalsaniert. Die Raumaufteilung ist sehr praktisch, sodass Sie diese nach Ihren Wünschen, individuell einrichten können (Siehe auch den Grundrissplan im Inserat).Im Wohnbereich sind die Böden mit Eichenparkett ausgestattet. Die Wände und Decken sind weiss gestrichen. Mit dem direkten Zugang auf Balkon, erhalten Sie eine schöne Aussicht auf die grosszügige Grünfläche. Auf diesem Balkon können Sie gemütliche und erholsame Freizeitstunden"
"1692628376-40","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","4,5 Zimmer, 160 m², CHF 3200.—","Marktgasse 17, 8400 Winterthur, ZH","","«Traumhaftes Wohnen in der Winterthurer Altstadt: Exklusive 4.5-Zimmer-Dachmaisonettewohnung»","4,5 Zimmer, 160 m², CHF 3200.—Marktgasse 17, 8400 Winterthur, ZH«Traumhaftes Wohnen in der Winterthurer Altstadt: Exklusive 4.5-Zimmer-Dachmaisonettewohnung»"
"1692628376-41","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","2,5 Zimmer, 88 m², CHF 1670.—","Ursulaweg 29, 8404 Winterthur, ZH","","«Grosszügige Dachwohnung mit Charme! ""Mieten ohne Kaution""»","2,5 Zimmer, 88 m², CHF 1670.—Ursulaweg 29, 8404 Winterthur, ZH«Grosszügige Dachwohnung mit Charme! ""Mieten ohne Kaution""»Schöne Dachwohnung wird frei:- Ganze Wohnung mit Parkettböden- Schöne, helle Täferdecke- Küche mit Geschirrspüler und Glaskeramikherd- Modernes Bad mit Badewanne- Estrich- Sonniger Balkon- Gute, nahe gelegene Einkaufsmöglichkeiten- Gute ÖV-Anbindungen - Nähe S-Bahn-Anschluss (Wallrüti)Die Bilder entsprechen dem Standard.Eine Besichtigung lohnt sich! Wir freuen uns auf Sie!- GlasfaseranschlussAnbieter kontaktierenKontaktieren"
"1692628376-42","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","2 Zimmer, 52 m², CHF 1500.—","Rieterstrasse 5, 8406 Winterthur, ZH","","«Helle Wohnung - frisch saniert»","2 Zimmer, 52 m², CHF 1500.—Rieterstrasse 5, 8406 Winterthur, ZH«Helle Wohnung - frisch saniert»Per 01.09.2023 vermieten wir diese schön Wohnung in Winterthur-Töss.- Wohnung frisch Renoviert inkl. Badezimmer/Böden etc.-Grosse Küche mit Glaskeramik Kochfeld - Zimmer mit Laminat/Küche und Bad mit Feinsteinzeug- Einbauschrank im EingangsbereichDer Besichtigungstermin ohne Voranmeldung findet am:Freitag 25. August 2023 um 16.00 Uhr statt.Ein Anmeldeformular erhalten Sie vor Ort.Die Wohnung befindet sich im 2.OG"
"1692628376-43","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","2,5 Zimmer, 65 m², CHF 1750.—","Obertor 40, 8400 Winterthur, ZH","","«2.5-Zimmer Altstadtwohnung»","2,5 Zimmer, 65 m², CHF 1750.—Obertor 40, 8400 Winterthur, ZH«2.5-Zimmer Altstadtwohnung»"
"1692628376-44","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","3,5 Zimmer, 108 m², CHF 2415.—","Espenstrasse 79, 8408 Winterthur, ZH","","«modern mit Weitblick»","3,5 Zimmer, 108 m², CHF 2415.—Espenstrasse 79, 8408 Winterthur, ZH«modern mit Weitblick»Die Liegenschaft ist nur eine Gehminute vom Bahnhof Winterthur-Wülflingen (direkte Anbindung an den HB Winterthur) und vom Bus (nach Dorfkern Wülflingen und HB Winterthur) entfernt. Dank der guten Lage ist man mittels ÖV nicht nur schnell im Zentrum der Stadt, sondern auch zu Fuss rasch im Grünen, wie zum Beispiel dem Beerenberg, welcher in 10 Minuten zu Fuss erreichbar ist.Die Details zur Wohnung:- wunderschöne Terrasse mit 23m2 und zusätzlich einem Balkon mit 18m2 inkl. super Aussicht- offen gehaltene Küche mit Glaskeramik, Geschirrspüler, ho"
"1692628376-45","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","2,5 Zimmer, 80 m², CHF 1760.—","Zürcherstrasse 62a, 8406 Winterthur, ZH","","«Grosszügige Wohnung in Töss»","2,5 Zimmer, 80 m², CHF 1760.—Zürcherstrasse 62a, 8406 Winterthur, ZH«Grosszügige Wohnung in Töss»Wir vermieten per 1. Oktober 2023 diese grosszügige 2.5-Zimmer-Wohnung im 2. OG.Die Wohnung verfügt über ein Bad mit Dusche und Badewanne, sowie eine eigene Waschmaschine / Wäschetrockner.Im Wohnzimmer als auch im Schlafzimmer ist Laminat verlegt. Im Bad keramische Platten. In der Wohnung hat es einen 8 m² grossen Abstellraum.Gerne können wir einen Besichtigungstermin vereinbaren."
"1692628376-46","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","4 Zimmer, 75 m², CHF 1760.—","Hulfteggstrasse 18, 8400 Winterthur, ZH","","«Schöne Wohnlage im Gutschick-Quartier «Mieten ohne Kaution»»","4 Zimmer, 75 m², CHF 1760.—Hulfteggstrasse 18, 8400 Winterthur, ZH«Schöne Wohnlage im Gutschick-Quartier «Mieten ohne Kaution»»Sind Sie auf der Suche nach einem ruhigen Zuhause in Stadtnähe, dann ist dies die perfekte Wohnung für Sie.- Geschlossene Küche mit Fenster- Parkett im Wohnbereich- Schlafzimmer - Bad/WC mit keramischen Platten- Wandschrank im Korridor- Balkon - Lift- Eigener Kellerabteil- Waschmaschine und Trockenraum im Untergeschoss zur MitbenützungDiverse Einkaufmöglichkeiten befinden sich in der Nähe. Die Bushaltestelle mit Anschluss in die Stadt ist ebenfalls nur wenige Gehminuten entfernt. Kommen Sie an den fixen Besichtigungstermine vorbei und überzeugeAnbieter kontaktierenKontaktieren"
"1692628376-47","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","3,5 Zimmer, 97 m², CHF 2171.—","Neustadtgasse 1a, 8400 Winterthur, ZH","","«Leben im Zentrum von Winterthur»","3,5 Zimmer, 97 m², CHF 2171.—Neustadtgasse 1a, 8400 Winterthur, ZH«Leben im Zentrum von Winterthur»Sind sie auf der Suche nach einem neuen Zuhause im Herzen von Winterthur? Dann haben wir das perfekte Objekt für Sie! Mitten in der Altstadt von Winterthur vermieten wir eine gemütliche 3.5 Zimmer-Wohnung. Die Wohnung im 3. Obergeschoss erreichen Sie mit dem Lift und via Treppe gelangen Sie in das Studio, welches im Dachgeschoss liegt. Die Wohnung bietet Ihnen folgende Highlights:praktischer Grundrissoffene Küche mit Geschirrspüler, Glaskeramikherd und hochliegendem Backofenoffener Wohn-/Essbereich eigener Waschturmzentrale LageFür einen Besich"
"1692628376-48","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","4,5 Zimmer, 103 m², CHF 2470.—","Hobelwerkweg 39, 8404 Winterthur, ZH","","«Freie Wohnung im Hobelwerk»","4,5 Zimmer, 103 m², CHF 2470.—Hobelwerkweg 39, 8404 Winterthur, ZH«Freie Wohnung im Hobelwerk»Die Baugenossenschaft mehr als wohnen realisiert auf einem ehemaligen Industrie-Areal in Oberwinterthur ein neues «Leuchtturmprojekt», das Hobelwerk. Auf rund 15'0000 Quadratmetern Land entstehen 5 Häuser mit mehr als 160 Wohnungen mit ganz verschiedenen Grössen und Zuschnitt. Dazu gibt es Gewerberäume und viele gemeinschaftlich genutzte Flächen. Neue Wohn- und Arbeitsformen werden, genauso wie Mitwirkung, Gemeinschaft und Nachhaltigkeit, gefördert. Viele weitere Informationen zur Genossenschaft und zum Projekt erhalten Sie unter www.hobelwerk-"
"1692628376-49","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","3 Zimmer, 60 m², CHF 1620.—","8408 Winterthur, ZH","","«MÖBLIERT, TEMPORÄR: 3 ZI-WOHNUNG IN WINTERTHUR - WÜLFLINGEN»","3 Zimmer, 60 m², CHF 1620.—8408 Winterthur, ZH«MÖBLIERT, TEMPORÄR: 3 ZI-WOHNUNG IN WINTERTHUR - WÜLFLINGEN»MIETDAUER ab 1. November 2023 bis 30. April 2024 (mind. 5 Monate) Im ruhigen 30er Quartier 3-Zimmer Wohnung, 1.OG zur Untermiete. Ab November 2023 bis Ende April 2024. Die Wohnung bietet eine Stube und Küche, zwei Zimmer und einen Balkon, 60m², im 1. Stock, 1 Balkon. Inkl. Heizung, Strom, Wasser, ... Weitere Infos, Fragen & Besichtigen: ums.ch/angebots-detail/60263/English: ums.ch/offer-detail/60263/Français: ums.ch/offre-detail/60263/"
"1692628376-50","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","3,5 Zimmer, 98 m², CHF 2358.—","Schlosstalstrasse 26, 8406 Winterthur, ZH","","«Modernes Wohnen in Winterthur»","3,5 Zimmer, 98 m², CHF 2358.—Schlosstalstrasse 26, 8406 Winterthur, ZH«Modernes Wohnen in Winterthur»Die Wohnung auf einen Blick:- Grosser Wohn-/Essbereich mit offener Küche - separates Gäste-WC mit Dusche- Die ganze Wohnung ist mit Platten ausgestattet- Zwei grosszügige Balkone - Direkter Zugang zur Wohnung via Lift- Eigener Waschturm in der Wohnung- Kontrollierte WohnungslüftungIhre weiteren Vorteile:- Gute Anbindung an den öffentlichen Verkehr- Autobahnanschluss gut erreichbar- Einkaufsmöglichkeiten in nur 600m Entfernung Wichtig:- Mietzins monatlich ab 01.11.2023: Netto CHF 2'345.00, HK/BK akonto CHF 150.00, brutto CHF 2'495.00Tiefgaragenp"
"1692628376-51","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","4,5 Zimmer, 89 m², CHF 2490.—","Freiestrasse 57, 8406 Winterthur, ZH","","«Top moderne und gehobene Wohnung»","4,5 Zimmer, 89 m², CHF 2490.—Freiestrasse 57, 8406 Winterthur, ZH«Top moderne und gehobene Wohnung»Wir vermieten per 1. Oktober 2023 oder nach Vereinbarung eine moderne 4.5-Zimmerwohnung im 2. OG mit grossem Home-Office Raum im Dachgeschoss (kann auch als zusätzliche Wohnfläche oder Spielfläche genutzt werden). Die Wohnung besticht mit einem durchdachten Raum- sowie Materialisierungskonzept und verfügt über einen top Ausbaustandard. Die Highlights kurz zusammengefasst:- Heller Plattenbelag im Wohn-/Küchenbereich und Schlafzimmer- Stillvolle weisse Küche mit Granit-Abstellfläche, Glaskeramikherd, Backofen und Steamer und Kühlschrank mit Gefri"
"1692628376-52","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","4,5 Zimmer, 112 m², CHF 3970.—","Ernst-Jung-Gasse 18, 8400 Winterthur, ZH","","«ERSTBEZUG - Exklusive zentralgelegene 4.5-Zi. Eigentumswohnung»","4,5 Zimmer, 112 m², CHF 3970.—Ernst-Jung-Gasse 18, 8400 Winterthur, ZH«ERSTBEZUG - Exklusive zentralgelegene 4.5-Zi. Eigentumswohnung»"
"1692628376-53","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","2 Zimmer, 48 m², CHF 1560.—","Römerstrasse 145, 8404 Winterthur, ZH","","«2 Zimmerwohnung mit Balkon an zentraler Lage»","2 Zimmer, 48 m², CHF 1560.—Römerstrasse 145, 8404 Winterthur, ZH«2 Zimmerwohnung mit Balkon an zentraler Lage»2 Zimmerwohnung an zentraler Lage mit Lift- Grosse Küche mit Zugang zum Balkon- Neue Laminatbodenbeläge- Einbauschränke im Korridor mit viel Stauraum- Tiefgaragenplatz vorhanden (Fr. 125.00/Monat)- Mietbeginn per sofort oder nach VereinbarungDie Bilder sind aus einer vergleichbaren WohnungFür eine unverbindliche Besichtigung können Sie uns gerne kontaktieren."
"1692628380-54","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","5,5 Zimmer, 170 m², CHF 3900.—","Euelstrasse  56, 8408 Winterthur, ZH","","«Die kanns: Sie begeistern!»","5,5 Zimmer, 170 m², CHF 3900.—Euelstrasse  56, 8408 Winterthur, ZH«Die kanns: Sie begeistern!»"
"1692628380-55","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","4,5 Zimmer, 110 m², CHF 2340.—","Hegistr. 39b, 8404 Winterthur, ZH","","«Topmoderne Wohnung an bester Lage «Mieten ohne Kaution»»","4,5 Zimmer, 110 m², CHF 2340.—Hegistr. 39b, 8404 Winterthur, ZH«Topmoderne Wohnung an bester Lage «Mieten ohne Kaution»»Suchen Sie eine moderne Wohnung, welche für viel Wohnkomfort sorgt und sich in einer kinderfreundlichen Umgebung befindet. Dann ist diese genau das Richtige für Sie:- Helle Wohnung mit grosszügigem Grundriss- Ganze Wohnung Parkett- Moderne Küche mit Glaskeramik, Geschirrspüler und Backofen- Bad/WC mit Doppellavabo und Fenstern für viel Tageslicht- Sep. Dusche/WC- Eigene Waschmaschine mit Tumbler- Wandschrank mit Garderobe im Eingangsbereich- Grosszügiger Balkon- Einstellplätze à CHF 140.00 vorhandenDie Wohnung befindet sich in unmittelbarer NähAnbieter kontaktierenKontaktieren"
"1692628380-56","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","2,5 Zimmer, 57 m², CHF 1634.—","Kirchackerstrasse 36, 8405 Winterthur, ZH","","«Traumwohnung sucht Mieter!»","2,5 Zimmer, 57 m², CHF 1634.—Kirchackerstrasse 36, 8405 Winterthur, ZH«Traumwohnung sucht Mieter!»Die moderne 2.5-Zimmer-Wohnung befindet sich in Winterthur-Seen. Die ruhige Lage lädt dazu ein, die Sonne auf einer der Loggia zu geniessen. Dennoch ist es kein Problem, innert Kürze ins Zentrum von Winterthur zu gelangen. Zudem bietet Ihnen die Wohnung:Küche mit viel Stauraum, Geschirrspüler, Kühlschrank sowie Gefrierschrank und einem hochliegenden BackofenLichtdurchflutetes WohnzimmerBadezimmer mit Badewanne und eigenem WaschturmLoggiaEigenes KellerabteilLift vorhandenVelokeller zur MitbenutzungEinstellplatz in der Tiefgarage für CHF 135.00 /"
"1692628380-57","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","2,5 Zimmer, 65 m², CHF 1930.—","Wässerwiesenstrasse 22, 8408 Winterthur, ZH","","«2.5-Zimmer-Wohnung im Gartenhof Quartier»","2,5 Zimmer, 65 m², CHF 1930.—Wässerwiesenstrasse 22, 8408 Winterthur, ZH«2.5-Zimmer-Wohnung im Gartenhof Quartier»Diese 2.5-Zimmerwohnung im 3.Stock befindet sich in der Siedlung Gartenhof in Winterthur und bietet folgende Annehmlichkeiten. - Moderne Küche mit Glaskeramik und Geschirrspüler- Eigener Waschturm- Eine Nasszelle- Balkon- Feinsteinzeugplatten in den Nasszellen und in der Küche- Matt versiegelten Eichenparkett in Wohn-, Schlafzimmer und Korridor- Kellerabteil- Einstellplatz kann für CHF 140.- / 190.- dazugemietet werden Bitte nehmen Sie zur Kenntnis, dass es sich um Musterfotos handelt. Die Überbauung Gartenhof bietet idealen Lebensraum für alleAnbieter kontaktierenKontaktieren"
"1692628380-58","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","4,5 Zimmer, 179 m², CHF 3220.—","Rychenbergstr. 61, 8400 Winterthur, ZH","","«Wohnen mit dem gewissen Etwas und grossem Atelier»","4,5 Zimmer, 179 m², CHF 3220.—Rychenbergstr. 61, 8400 Winterthur, ZH«Wohnen mit dem gewissen Etwas und grossem Atelier»Günstige Verkehrslage, grosses Atelier mit separatem Eingang, moderne Ausstattung, viel Licht und Luft: Diese Vorzüge machen diese Wohnung zu einem besonders begehrten Ort um Wohnen und Arbeiten zu kombinieren.Für Ihre Wohnqualität:-Parkettböden in Wohn- und Schlafzimmern-Offene Küche-Grosses Atelier 55 m2-Nasszellen mit Bad/WC sowie mit Dusche/WC-Waschmaschine und Tumbler in der Wohnung-Einbauschränke im Korridor-Beheizte Loggia-Kontrollierte Wohnungslüftung und Bodenheizung-Eigenes Kellerabteil für zusätzlichen StauraumZusätzlich auf Wunsch:"
"1692628380-59","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","3 Zimmer, 73 m², CHF 1843.—","Sonnenblickstrasse 25, 8404 Winterthur, ZH","","«Ruhig gelegen und Nähe ÖV»","3 Zimmer, 73 m², CHF 1843.—Sonnenblickstrasse 25, 8404 Winterthur, ZH«Ruhig gelegen und Nähe ÖV»Per 1. September vermieten wir eine 3-Zimmerwohnung im 1.OG an der Sonnenblickstrasse 25 in 8404 Winterthur. Die Liegenschaft wurde 2016 komplett saniert und überzeugt heute mit einem modernen und komfortablen Ausbaustandard. Nachfolgend sind einige Highlights aufgeführt:Ganze Wohnung mit ParkettModerne und komfortable Küche mit Glaskeramikkochfeld, Backofen, Geschirrspüler und Kühlschrank mit sep. TiefkühlerVergrösserter Balkonanbau mit verstellbaren Schiebeläden, der perfekte Ort im Sommer (10 m2)Badezimmer mit Duschwanne/Glastrennwand und FeAnbieter kontaktierenKontaktieren"
"1692628380-60","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","3,5 Zimmer, 85 m², CHF 2250.—","Sulzer-Allee 75, 8404 Winterthur, ZH","","«Höchstmass an Wohngenuss»","3,5 Zimmer, 85 m², CHF 2250.—Sulzer-Allee 75, 8404 Winterthur, ZH«Höchstmass an Wohngenuss»Willkommen bei sue&tilTauchen Sie ein, denn hier erwartet Sie eine spritzige, inspirierende und innovative Wohnoase, welche auch Ihr Herz höher schlagen lässt!Wir sind die neue Siedlung im modernen Winterthurer Quartier Neuhegi mit Parks und allem, was es für ein aktives Leben braucht. sue&til legt grossen Wert darauf, Ihnen zahlreiche Highlights und Annehmlichkeiten zu bieten. Sie können sicher sein, dass sue&til Ihnen nicht nur alle Ihre Wünsche an Ihr neues Zuhause erfüllt, sondern viel mehr bietet.Für Ihren Wohnkomfort verfügt die Wohnung üAnbieter kontaktierenKontaktieren"
"1692628380-61","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","5,5 Zimmer, 153 m², CHF 3059.—","Gernstrasse 32, 8409 Winterthur, ZH","","«wohnen mit Charme in Riegelbau»","5,5 Zimmer, 153 m², CHF 3059.—Gernstrasse 32, 8409 Winterthur, ZH«wohnen mit Charme in Riegelbau»Ab dem 1. Dezember 2023 vermieten wir diese tolle 5.5-Zimmerwohnung im 1. OG mit ca. 153m2 Wohnfläche.Folgendes erwartet Sie:-Grosser Wohn-/Essbereich mit offener Küche-Küche mit Granitabdeckung, Glaskeramikherd, Geschirrspüler und Steamer-Eingangsbereich, Wohn-/Essbereich/Küche und Nasszellen mit Plattenböden-4 Schlafzimmer mit Parkettboden -Cheminée-Grosses Badezimmer mit Badewanne, Dusche und Doppelwaschtisch-Separates WC mit Dusche-Balkon-Eigenes Kellerabteil-Lift-Waschküche zur Mitbenützung (WM/TB)* Bemerkung zum Grundrissplan:Keine Gewähr"
"1692628380-62","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","2 Zimmer, 60 m², CHF 1660.—","Sonnenblickstrasse 12, 8404 Winterthur, ZH","","«Ruhig gelegen und Nähe ÖV. Top Besonnung!»","2 Zimmer, 60 m², CHF 1660.—Sonnenblickstrasse 12, 8404 Winterthur, ZH«Ruhig gelegen und Nähe ÖV. Top Besonnung!»Per 1. November 2023 vermieten wir eine 2.0-Zimmerwohnung im 1.OG an der Sonnenblickstrasse 12, 8404 Winterthur.Die Liegenschaft wurde 2016 komplett saniert und überzeugt heute mit einem modernen und komfortablen Ausbaustandard. Nachfolgend sind einige Highlights der gemütlichen 2.0-Zimmerwohnung aufgeführt:Ganze Wohnung mit EichenparkettModerne und komfortable Küche mit Glaskeramikkochfeld, Backofen, Geschirrspüler und Kühlschrank mit sep. TiefkühlerVergrösserter Balkonanbau mit verstellbaren Schiebeläden, der perfekte Ort im Sommer (10 m2)KomAnbieter kontaktierenKontaktieren"
"1692628380-63","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","2 Zimmer, 50 m², CHF 1485.—","Tösstalstr. 218, 8405 Winterthur, ZH","","«Der Hit! Geräumige 2-Zi. Wohnung zu vermieten!»","2 Zimmer, 50 m², CHF 1485.—Tösstalstr. 218, 8405 Winterthur, ZH«Der Hit! Geräumige 2-Zi. Wohnung zu vermieten!»Der Hit! Geräumige 2-Zi. Wohnung zu vermieten!-geräumige Wohnung-schöner Laminat-und Parkettboden-moderne Küche und Bad-gute Nachbarschaft!-Super Einkaufsmöglichkeiten in unmittelbarer Nähe!-Bus Nr. 2 vor dem Haus!-Es kommt noch eine monatliche Akontozahlung von CHF 150.- für Heiz-/Nebenkosten dazu.Eine Garage kann dazu gemietet werden!Zögern Sie nicht und rufen Sie uns unverbindlich an!Anbieter kontaktierenKontaktieren"
"1692628380-64","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","4,5 Zimmer, 107 m², CHF 2928.—","Hirschweg 33, 8405 Winterthur, ZH","","«MODERNE Wohnung in Winterthur!»","4,5 Zimmer, 107 m², CHF 2928.—Hirschweg 33, 8405 Winterthur, ZH«MODERNE Wohnung in Winterthur!»Diese schöne 4.5-Zimmer-Wohnung befindet sich in Winterthur im Stadtkreis Seen. Diverse Einkaufsmöglichkeiten, Restaurants und Schulen befindet sich in unmittelbarer Nähe. Das Einkaufszentrum Shopping Seen ist in 4 Fahrminuten oder 12 Minuten zu Fuss erreichbar. Der Autobahnzubringer ist nur in zwei Fahrminute entfernt. Bei den publizierten Bildern handelt es sich um typenähnliche / typengleiche Wohnungen. Abweichungen zum effektiven Angebot sind deshalb möglich.Highlights:moderne Küche mit hochwertigen Geräten lichtdurchfluteter Wohn-/EssbereiNeu"
"1692628380-65","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","3 Zimmer, CHF 1650.—","Rosentalstrasse 58, 8400 Winterthur, ZH","","«Den Sommer auf dem Balkon geniessen ...»","3 Zimmer, CHF 1650.—Rosentalstrasse 58, 8400 Winterthur, ZH«Den Sommer auf dem Balkon geniessen ...»"
"1692628380-66","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","3 Zimmer, 77 m², CHF 1927.—","Hammerweg 1, 8404 Winterthur, ZH","","«Ruhige Wohnlage und doch sehr zentral»","3 Zimmer, 77 m², CHF 1927.—Hammerweg 1, 8404 Winterthur, ZH«Ruhige Wohnlage und doch sehr zentral»Die Wohnung befindet sich in einem gepflegten Mehrfamilienhaus. Sie ist ideal für Einzelpersonen oder ein Paar, die eine optimale Anbindung an den öffentlichen Verkehr zu schätzen wissen. Die S-Bahn ist in 15 Gehminuten erreichbar, der Bus in 5 Gehminuten. In unmittelbarer Nähe befinden sich Einkaufsmöglichkeiten. Für Ihre Wohnqualität: - Parkett in Wohn-/Schlafzimmer - Küche mit Glaskeramikherd und praktischen Einbauschränken - Badezimmer/WC - Einbauschrank in Korridor - Sonniger Balkon - Kellerabteil für zusätzlichen StauraumZusätzlich auf Wu"
"1692628380-67","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","3,5 Zimmer, 171 m², CHF 3950.—","Ernst-Jung-Gasse 16B, 8400 Winterthur, ZH","","«Erstbezug in 3.5 Zimmer-Maisonette-Wohnung in Winterthur»","3,5 Zimmer, 171 m², CHF 3950.—Ernst-Jung-Gasse 16B, 8400 Winterthur, ZH«Erstbezug in 3.5 Zimmer-Maisonette-Wohnung in Winterthur»Wir bieten per Juni 2023 dieses aussergewöhnliche Duplex-Apartment an, welches sowohl als reines Büro/Atelier wie auch als reiner Wohnraum genutzt werden kann. Es befindet sich in der neuen Lokstadt Überbauung und ist sehr zentral gelegen. Die Siedlung bietet viele Opportunitäten und befindet sich wenige Gehminuten vom Bahnhof Winterthur entfernt. In der unteren Etage findet man eine offene und moderne Küche mit höchstem Ausbaustandard sowie eine grosszügige Wohnfläche mit einem separaten Nassraum. Über die Wendeltreppe wird man in den oberen B"
